Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00-05:00,66.8279384487744,67.83252716064453,66.73278153365436,67.83252716064453,27278000,0.0,0.0
2020-01-03 00:00:00-05:00,66.80761528460377,68.08379778892568,66.77390994004057,67.47766876220703,23408000,0.0,0.0
2020-01-06 00:00:00-05:00,66.98750339759994,69.3014879316115,66.95628606830468,69.27621459960938,46768000,0.0,0.0
2020-01-07 00:00:00-05:00,69.40753802370638,69.5582024487993,68.96644963729894,69.14238739013672,34330000,0.0,0.0
2020-01-08 00:00:00-05:00,69.12802647532469,69.97204388362319,69.01949180178964,69.63453674316406,35314000,0.0,0.0
2020-01-09 00:00:00-05:00,70.47162431370698,70.80615951418059,69.89077616220537,70.36557006835938,33200000,0.0,0.0
2020-01-10 00:00:00-05:00,70.84530347811571,71.11639816188107,70.3561412229082,70.82002258300781,26258000,0.0,0.0
2020-01-13 00:00:00-05:00,71.1317546271615,71.44051730380278,70.64210083819175,71.36865997314453,30730000,0.0,0.0
2020-01-14 00:00:00-05:00,71.36716436377095,71.49750880179123,70.76103550256398,70.90080261230469,26076000,0.0,0.0
2020-01-15 00:00:00-05:00,71.02124763841545,71.40583792168397,70.95384451597616,71.32752990722656,21550000,0.0,0.0
2020-01-16 00:00:00-05:00,71.63727043008046,71.89746776178359,71.36716643681049,71.8707046508789,26080000,0.0,0.0
2020-01-17 00:00:00-05:00,72.48426869061286,73.3768514456116,72.18740154979925,73.3258056640625,52424000,0.0,0.0
2020-01-21 00:00:00-05:00,73.30002755955512,73.83925246721381,72.86439154992613,73.46110534667969,48930000,0.0,0.0
2020-01-22 00:00:00-05:00,73.831821043348,74.36954862534002,73.48142768998797,73.54138946533203,28458000,0.0,0.0
2020-01-23 00:00:00-05:00,73.72377206652983,74.0186578379967,73.36544584943454,73.58202362060547,26650000,0.0,0.0
2020-01-24 00:00:00-05:00,73.98496973313786,74.05336352547234,72.51599297869527,72.6641845703125,29786000,0.0,0.0
2020-01-27 00:00:00-05:00,70.94789079814586,71.19767480231553,70.35117700362538,70.95730590820312,34132000,0.0,0.0
2020-01-28 00:00:00-05:00,71.45340418513541,72.10066465532061,70.88940505128319,71.88755798339844,29724000,0.0,0.0
2020-01-29 00:00:00-05:00,72.28204821190393,72.56355620090642,71.63429624956653,72.19482421875,21566000,0.0,0.0
2020-01-30 00:00:00-05:00,71.27301221062503,72.1229736667599,71.11937574477422,72.07341766357422,27110000,0.0,0.0
2020-01-31 00:00:00-05:00,72.74793528121658,72.83763974165787,70.72586425069801,71.00935363769531,43822000,0.0,0.0
2020-02-03 00:00:00-05:00,72.4401606618482,73.66183373200143,72.19037662681714,73.47845458984375,71636000,0.0,0.0
2020-02-04 00:00:00-05:00,72.08530406404785,72.7221511823301,70.47656803193662,71.63529205322266,95880000,0.0,0.0
2020-02-05 00:00:00-05:00,72.53728878225081,72.58536256030895,70.85570477873623,71.66700744628906,36376000,0.0,0.0
2020-02-06 00:00:00-05:00,71.96089840725588,73.42690277747084,71.88656063613087,73.14985656738281,37822000,0.0,0.0
2020-02-07 00:00:00-05:00,72.72464050558949,73.60978951764092,72.62651160369214,73.30548858642578,28360000,0.0,0.0
2020-02-10 00:00:00-05:00,73.21230643210724,74.78089390340634,73.11169710268464,74.76998901367188,38302000,0.0,0.0
2020-02-11 00:00:00-05:00,74.99846724762173,75.82167304144915,74.61090502112194,74.8393783569336,34852000,0.0,0.0
2020-02-12 00:00:00-05:00,75.12684294355199,75.34689187241607,74.77050554826452,75.26412963867188,31042000,0.0,0.0
